"","simulation","ARI","method"
"1211","sim135",0.0375403588348119,"scCoGAPS"
"1212","sim135",0.045602595632248,"DR.SC"
"1213","sim135",0.0446901823614687,"BayesSpace"
"1214","sim135",0.0292485148534613,"SpaGCN"
"1215","sim135",0.113141601114987,"STAGATE"
"1216","sim136",0.556804811498584,"scSpace"
"1217","sim136",0.537324535134144,"louvain"
"1218","sim136",0.508478838508163,"kmeans"
"1219","sim136",0.0889465361793692,"hclust"
"1220","sim136",0.172307717777805,"scCoGAPS"
"1221","sim136",0.140025847165183,"DR.SC"
"1222","sim136",0.222064744271133,"BayesSpace"
"1223","sim136",0.137562707863687,"SpaGCN"
"1224","sim136",0.149134948251977,"STAGATE"
"1225","sim137",0.56047907711876,"scSpace"
"1226","sim137",0.421418623679714,"louvain"
"1227","sim137",0.408937827448132,"kmeans"
"1228","sim137",0.14715709509478,"hclust"
"1229","sim137",0.277218625714197,"scCoGAPS"
"1230","sim137",0.237333676390269,"DR.SC"
"1231","sim137",0.24727148946265,"BayesSpace"
"1232","sim137",0.25756734394754,"SpaGCN"
"1233","sim137",0.221645770639728,"STAGATE"
"1234","sim138",0.151768683344685,"scSpace"
"1235","sim138",0.142106994443153,"louvain"
"1236","sim138",0.146152232754741,"kmeans"
"1237","sim138",0.0228267406528393,"hclust"
"1238","sim138",0.0270957297961766,"scCoGAPS"
"1239","sim138",0.0540805299805113,"DR.SC"
"1240","sim138",0.0365690581989674,"BayesSpace"
"1241","sim138",0.0303174149628281,"SpaGCN"
"1242","sim138",0.0620508954463544,"STAGATE"
"1243","sim139",0.685664067218315,"scSpace"
"1244","sim139",0.571228616613427,"louvain"
"1245","sim139",0.49518998551212,"kmeans"
"1246","sim139",0.0659344488714894,"hclust"
"1247","sim139",0.257607973972406,"scCoGAPS"
"1248","sim139",0.240018892189632,"DR.SC"
"1249","sim139",0.300991415135372,"BayesSpace"
"1250","sim139",0.101907433139408,"SpaGCN"
"1251","sim139",0.297628246998908,"STAGATE"
"1252","sim140",0.450959052396239,"scSpace"
"1253","sim140",0.428200663909425,"louvain"
"1254","sim140",0.366103598307327,"kmeans"
"1255","sim140",0.177762802279576,"hclust"
"1256","sim140",0.267391817475393,"scCoGAPS"
"1257","sim140",0.272973477534324,"DR.SC"
"1258","sim140",0.299511079389449,"BayesSpace"
"1259","sim140",0.214475531702843,"SpaGCN"
"1260","sim140",0.149298164215355,"STAGATE"
