"","simulation","subcluster_num","ARI","method"
"534","sim60",5,0.612276294719792,"kmeans"
"535","sim60",5,-0.000764905183318697,"hclust"
"536","sim60",5,0.03064830942418,"scCoGAPS"
"537","sim60",5,0.20030321280264,"DR.SC"
"538","sim60",5,0.290321836772332,"BayesSpace"
"539","sim60",5,0.0556231194696661,"SpaGCN"
"540","sim60",5,0.53831815572879,"STAGATE"
"541","sim61",5,0.949126468077605,"scSpace"
"542","sim61",5,0.733815842413186,"louvain"
"543","sim61",5,0.746912005648884,"kmeans"
"544","sim61",5,0.00186073739216816,"hclust"
"545","sim61",5,0.417139764251678,"scCoGAPS"
"546","sim61",5,0.283074822335818,"DR.SC"
"547","sim61",5,0.443389658674839,"BayesSpace"
"548","sim61",5,0.134620755815918,"SpaGCN"
"549","sim61",5,0.706893024184841,"STAGATE"
"550","sim62",5,0.607026579246067,"scSpace"
"551","sim62",5,0.264931595492338,"louvain"
"552","sim62",5,0.285873257875643,"kmeans"
"553","sim62",5,0.00337586133899391,"hclust"
"554","sim62",5,-0.00249245562070281,"scCoGAPS"
"555","sim62",5,0.0258175014392688,"DR.SC"
"556","sim62",5,0.0900641446014339,"BayesSpace"
"557","sim62",5,0.0611953773631243,"SpaGCN"
"558","sim62",5,0.395914968559681,"STAGATE"
"559","sim63",5,0.69352303771828,"scSpace"
"560","sim63",5,0.442169942152461,"louvain"
"561","sim63",5,0.340949307984665,"kmeans"
"562","sim63",5,0.0018446457452127,"hclust"
