"","logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","logp","group"
"KDM5C",0.0822135427865121,5.69328058016803,2.59742967298972,0.009959237041898,0.0161151434024412,-3.49217797167087,"KDM5C",1.79276582551548,"no_sig"
"ACSF3",-0.0771796318557501,5.90237296367923,-2.59477587139695,0.0100343450541054,0.0162207111789078,-3.49882537858105,"ACSF3",1.78993010855246,"no_sig"
"CCL23",-0.11288475067219,5.35703298143946,-2.59344566170529,0.0100721833412017,0.0162658835097599,-3.50215495182118,"CCL23",1.78872234228114,"no_sig"
"CD2",-0.100208553176249,5.75026765065758,-2.58775317228426,0.0102355563400922,0.0164988949704243,-3.51638525497566,"CD2",1.78254514210839,"no_sig"
"SFTPB",-0.743655698165496,9.58540637410024,-2.58771912196313,0.0102365406750807,0.0164988949704243,-3.51647028625446,"SFTPB",1.78254514210839,"down"
"MBNL3",-0.102551095606723,5.51289461285497,-2.58662072801671,0.0102683388267732,0.0165339363674977,-3.51921265402598,"MBNL3",1.78162373813064,"no_sig"
"GPT",-0.135310828738766,6.32977935111334,-2.58310809228865,0.0103706231125625,0.0166822939305799,-3.52797527985955,"GPT",1.77774423110268,"no_sig"
"RASGRP1",-0.105865870775291,5.62863461955296,-2.58219332060559,0.0103974095857419,0.0167090335864709,-3.53025542090418,"RASGRP1",1.77704866801207,"no_sig"
"FPR2",-0.113904244453498,5.37415420232463,-2.57841845894603,0.0105086019607436,0.0168588329073318,-3.53965647719541,"FPR2",1.77317249373557,"no_sig"
"TAF3",-0.0840314150866508,5.78447836422181,-2.57833292764881,0.0105111336557269,0.0168588329073318,-3.53986933669478,"TAF3",1.77317249373557,"no_sig"
"UBA7",0.121426449584976,6.08904088486467,2.57031742748322,0.0107508259555719,0.0172264696598053,-3.55978763173964,"UBA7",1.76380371642083,"no_sig"
"C6",-0.171926904589129,5.60632894010727,-2.56905848194925,0.0107889140111138,0.0172706666351228,-3.56291074019563,"C6",1.76269089865908,"no_sig"
"FUBP1",0.172315272880341,6.42475123539699,2.5627393248816,0.010981922548743,0.0175625298347603,-3.57856499264245,"FUBP1",1.75541292498226,"no_sig"
"SAA1",0.476207238649205,6.78932998780204,2.55477150773792,0.0112296835237576,0.0179348434047241,-3.5982513602057,"SAA1",1.7463024109457,"no_sig"
"SIGLEC5",-0.106060022706208,5.57079485317102,-2.55455292250224,0.0112365503083126,0.0179348434047241,-3.59879060788683,"SIGLEC5",1.7463024109457,"no_sig"
"LRP5",-0.098720659909576,5.76113103286241,-2.55024997322378,0.0113724920647448,0.0181342162506697,-3.60939703988643,"LRP5",1.74150120961014,"no_sig"
"FZD1",-0.0803677681519286,6.05097841026411,-2.5473868624066,0.0114637574623651,0.0182620322365584,-3.61644499347503,"FZD1",1.73845089492805,"no_sig"
"TNFRSF10D",-0.168400735920777,5.57636979211302,-2.53980069611156,0.0117087466126963,0.0186342492074276,-3.63508312937995,"TNFRSF10D",1.72968810071749,"no_sig"
"MSR1",-0.134203423746682,5.48515659005053,-2.53579878321413,0.0118398587967006,0.0188246884543287,-3.64489402627694,"MSR1",1.72527220257404,"no_sig"
"RHOA",0.175270793067384,6.25295602673063,2.53456815519498,0.0118804396125713,0.0188709591527219,-3.64790802512681,"RHOA",1.7242060254234,"no_sig"
"KRT10",-0.0788066363875393,5.68228386967316,-2.53265311968397,0.0119438360637905,0.0189533460317293,-3.65259548432621,"KRT10",1.72231410839576,"no_sig"
"EZH2",-0.0835196532481328,5.72148948948453,-2.5245642166371,0.0122149576097285,0.0193648894025011,-3.67235772549937,"EZH2",1.71298497903011,"no_sig"
"TWF1",-0.0821091091892399,6.27751461288352,-2.52233331208373,0.0122906913662005,0.0194661817013812,-3.67779756305022,"TWF1",1.71071922714687,"no_sig"
"SF3A1",0.0995604314121765,5.93117359383902,2.52108089057246,0.0123333911987755,0.0195150097505168,-3.68084946756971,"SF3A1",1.70963122739095,"no_sig"
"MAML2",-0.0824864433941075,5.90945896976801,-2.5139422831445,0.0125793074784834,0.0198849822063719,-3.69821738040629,"MAML2",1.70147479329646,"no_sig"
"MS4A6A",0.19616661313806,6.30013503427381,2.50905621116474,0.0127501351135441,0.0201356600640409,-3.71007802637638,"MS4A6A",1.69603412928118,"no_sig"
"PLCB4",-0.110161941865045,5.47627887280167,-2.50790417478882,0.0127907125074199,0.0201803563936644,-3.71287133394668,"PLCB4",1.69507116820639,"no_sig"
"NECTIN1",-0.107435659717465,5.94733948235155,-2.5067808459095,0.0128303894315386,0.0202235476754069,-3.71559386246471,"NECTIN1",1.69414265682095,"no_sig"
"RFC4",-0.0896917944144553,5.73112270206332,-2.50382156332659,0.0129354388254821,0.0203695990700121,-3.72276051074603,"RFC4",1.69101751903101,"no_sig"
"PLA2G4C",-0.0955936087337106,5.82882975424228,-2.49979089066709,0.013079751972784,0.0205771409026381,-3.73250886822565,"PLA2G4C",1.68661496856615,"no_sig"
"STAG2",0.0782986117985676,5.87547520646306,2.49617460545224,0.0132104458891802,0.0207628805371053,-3.74124231604761,"STAG2",1.68271239482228,"no_sig"
"CCL17",-0.14317187323201,5.51603411504851,-2.49423524070154,0.0132810127268897,0.0208538537946577,-3.74592099831827,"CCL17",1.68081367560167,"no_sig"
"FCRL2",-0.118730278799363,5.55263026802069,-2.48699155863263,0.0135475592995582,0.0212520872981619,-3.76336569746439,"FCRL2",1.67259840878752,"no_sig"
"IRF5",-0.174242039814023,5.58579104317442,-2.48564537388327,0.0135976157158988,0.0213102766796354,-3.76660235349475,"IRF5",1.67141091163451,"no_sig"
"ATOX1",0.14112140534999,6.03423785190151,2.48405562595782,0.0136569404056395,0.0213828666922584,-3.77042246816638,"ATOX1",1.66993407157014,"no_sig"
"CD34",0.146207243700467,6.17833109823488,2.48359515996327,0.0136741665417391,0.0213894669787051,-3.77152851976712,"CD34",1.66980003782639,"no_sig"
"PDPN",0.102526678728722,5.50810252538312,2.47930345415342,0.0138356511959309,0.021621492933565,-3.78182793833631,"PDPN",1.66511432192647,"no_sig"
"GNA11",0.0998440202494288,6.1904561654081,2.47729127016483,0.0139119456419016,0.0217200746773848,-3.78665103277554,"GNA11",1.66313868590085,"no_sig"
"BRD7",-0.0675792743640775,5.89776843698219,-2.46815529012201,0.014263067714793,0.0222471378777227,-3.8085026450346,"BRD7",1.65272585362081,"no_sig"
"IL6",0.38878859974376,6.07485912909221,2.46400459710071,0.0144251733299886,0.0224786587246458,-3.8184049871674,"IL6",1.6482296061752,"no_sig"
"ICAM2",-0.0841909518463249,5.93167256916289,-2.45984200749276,0.0145893832833837,0.022713017157086,-3.82831978944761,"ICAM2",1.64372517103617,"no_sig"
"LEPR",-0.0992694734408373,5.81487117333275,-2.44836281067073,0.0150508485558749,0.0234010772849155,-3.85557924944658,"LEPR",1.63076414908024,"no_sig"
"PBK",-0.0923705916842845,5.82432303304923,-2.44814281394866,0.0150598173767887,0.0234010772849155,-3.85610048700015,"PBK",1.63076414908024,"no_sig"
"VEGFD",-0.112167588742017,5.42463161047723,-2.44775054768689,0.0150758210298935,0.02340382414839,-3.85702977163333,"VEGFD",1.63071317375012,"no_sig"
"LTK",-0.115761678355355,5.46580200122398,-2.4444617594614,0.0152105907199885,0.0235907652298689,-3.86481538421912,"LTK",1.62725797137726,"no_sig"
"NLRC5",0.0916788211857051,6.28752370529876,2.44295486768342,0.0152726966877189,0.023664762822441,-3.86837934981072,"NLRC5",1.62589784384426,"no_sig"
"TGFBR1",-0.0791439721438936,6.23236573560041,-2.43519140604336,0.0155962377643926,0.0241433285166304,-3.88670763505823,"TGFBR1",1.61720285616265,"no_sig"
"MGMT",-0.0807264921798687,5.56628728785968,-2.42684531982117,0.0159508134198877,0.0246689908394123,-3.90634943417025,"MGMT",1.60784861629214,"no_sig"
"TNF",-0.119655653126995,5.83802055528292,-2.42218709189113,0.0161517990207104,0.0249563511184661,-3.91728424296767,"TNF",1.60281891277803,"no_sig"
"NFATC3",-0.0848937462069461,6.18665508064497,-2.42017365863872,0.0162393623056154,0.0250680860379641,-3.92200441704311,"NFATC3",1.60087882339648,"no_sig"
"LGALS9",0.200036406755267,6.21520394689554,2.407432700671,0.0168032549667422,0.0259142131006793,-3.95178682901417,"LGALS9",1.58646197421482,"no_sig"
"AMH",-0.0776825014288267,6.0986457264598,-2.40681434665567,0.0168310570105067,0.0259226647014502,-3.95322843928869,"AMH",1.5863203575216,"no_sig"
"LAG3",-0.0860010215172471,5.56535686177904,-2.40660960933157,0.0168402712294093,0.0259226647014502,-3.95370567937257,"LAG3",1.5863203575216,"no_sig"
"NF1",-0.0653050994673139,5.90423220455239,-2.40288527331624,0.0170086645968407,0.0261573850301273,-3.96238030265151,"NF1",1.58240567486424,"no_sig"
"BCL2",-0.0855480977207526,5.7520447683457,-2.39553689113951,0.0173452823374053,0.02665013473149,-3.97945838041096,"BCL2",1.57430059102785,"no_sig"
"IRF2",0.0789232822858157,5.84184532801972,2.39439939716636,0.0173979111636734,0.0267060373044622,-3.98209752533153,"IRF2",1.57339054868698,"no_sig"
"PRKCD",0.1315509679587,5.90907238829102,2.38275748598288,0.017944703616875,0.0275196760691628,-4.0090396345574,"PRKCD",1.56035668243518,"no_sig"
"SERINC5",-0.0927899099372791,5.95894567324956,-2.38106654820975,0.0180253698605388,0.0276176216688963,-4.0129424394096,"SERINC5",1.55881372403935,"no_sig"
"LCN2",0.45926953370198,6.14138662481964,2.36824237271423,0.0186476186930733,0.0285443995636988,-4.04245546289297,"LCN2",1.54447908801953,"no_sig"
"ABL1",0.0877929664786858,5.83665171078357,2.36709116585415,0.0187043912147397,0.0286046689832857,-4.04509735959227,"ABL1",1.54356307357789,"no_sig"
"BNIP3L",0.0998180061672516,5.97372800235942,2.36579548106,0.0187684706787415,0.0286759905165902,-4.04806935059354,"BNIP3L",1.5424815719111,"no_sig"
"POLR1B",-0.0821250701199645,5.49102721909321,-2.35155134416136,0.0194857671263843,0.029744290766737,-4.08063952931782,"POLR1B",1.52659638208495,"no_sig"
"CREBBP",0.0894421486203925,5.67748101437626,2.3510749591048,0.0195101674743594,0.0297539103226779,-4.08172556866975,"CREBBP",1.52645595027278,"no_sig"
"HOXA10",-0.115160699731505,5.58420914188133,-2.34883645023557,0.0196251833789606,0.0299015768999178,-4.08682599670533,"HOXA10",1.52430590796739,"no_sig"
"CD27",-0.0895772426235464,5.41606789694136,-2.34788068620742,0.0196744723290733,0.0299489189898116,-4.08900228465569,"CD27",1.52361884890848,"no_sig"
"GLS",0.149527528496542,5.86000937282722,2.34154740613576,0.0200038378524577,0.0304221178810736,-4.10340186294327,"GLS",1.516810555173,"no_sig"
"ADAM12",-0.0832918642783982,5.56731656293414,-2.33815047999471,0.0201824840891416,0.0306654379321154,-4.11110992202595,"ADAM12",1.51335082878692,"no_sig"
"DUSP5",-0.0893501027316148,5.77548958351849,-2.33710760960087,0.0202376095093963,0.0307208033549839,-4.1134741819923,"DUSP5",1.51256743160685,"no_sig"
"SERPINA1",0.383196666736934,6.69525284495806,2.33452927785147,0.0203744660698086,0.0309000204970159,-4.11931511183156,"SERPINA1",1.51004123249303,"no_sig"
"UQCRQ",-0.0684315433739249,6.07219278358447,-2.32763456779261,0.0207444314353578,0.0314321154651873,-4.13490404319835,"UQCRQ",1.50262638882206,"no_sig"
"NRP1",0.10258450600839,6.28651489719637,2.32667853097649,0.0207961941080321,0.031481531412159,-4.13706216056529,"NRP1",1.50194414963974,"no_sig"
"DIPK2B",-0.101709971653275,5.66925838963572,-2.32565829356212,0.0208515576991271,0.0315363025366743,-4.13936426645586,"DIPK2B",1.50118922673479,"no_sig"
"CCNB1",-0.0900288058085223,5.6124937649113,-2.31974411260785,0.021175046292275,0.0319961177431067,-4.15269024363828,"CCNB1",1.49490271371229,"no_sig"
"CXCL8",0.328826137361713,6.09963795249599,2.31797726939627,0.0212725369851952,0.0321139125837106,-4.15666504124101,"CXCL8",1.49330677914232,"no_sig"
"ANGPT2",-0.11008379190816,5.25139049915606,-2.30684274354958,0.0218960142679476,0.0330248141802806,-4.18164727090907,"ANGPT2",1.48115961733814,"no_sig"
"CPA3",-0.098805400249546,5.5154209594637,-2.30535610900269,0.0219804572276278,0.0331217888929607,-4.18497408084086,"CPA3",1.47988621520355,"no_sig"
"PDGFC",-0.0730340326649479,5.58020975708882,-2.30456878688833,0.0220252935946718,0.0331589584886817,-4.18673512899365,"PDGFC",1.47939911894571,"no_sig"
"F2RL1",-0.0864162024808044,5.65062497818493,-2.30373290075083,0.0220729831686151,0.0332003516278163,-4.18860417293089,"F2RL1",1.47885731662092,"no_sig"
"JUNB",0.247526486603356,6.92928333042663,2.30074350781197,0.0222442764313654,0.0334274135769331,-4.19528315341819,"JUNB",1.47589722534344,"no_sig"
"AQP9",0.120442662560294,5.20955175525218,2.30037327214391,0.0222655717957884,0.0334288584769645,-4.19610976594273,"AQP9",1.47587845336913,"no_sig"
"MAPK9",-0.0713756945141428,5.8541665479553,-2.29775288671334,0.0224168026794824,0.0336252040192237,-4.20195657049932,"MAPK9",1.47333507192175,"no_sig"
"ASXL1",-0.146581276192059,5.5544547481686,-2.29484633035757,0.022585599688008,0.0338475167612444,-4.20843443806443,"ASXL1",1.47047318802606,"no_sig"
"CRABP2",-0.0820506747631198,5.44945932379244,-2.29061646435593,0.0228332327300343,0.0341874632132753,-4.21784755044244,"CRABP2",1.46613312363599,"no_sig"
"SDHA",0.121992204610821,6.2041707965618,2.28820189102788,0.0229756527731192,0.0343694023284877,-4.22321346752032,"SDHA",1.46382802002154,"no_sig"
"PSMB5",0.0935595044418394,6.23446505524219,2.28520192092786,0.0231536825544466,0.0346042310177365,-4.22987276367554,"PSMB5",1.46087079729635,"no_sig"
"MIA",-0.104903263741335,6.11259984921508,-2.28263532835797,0.0233069494625509,0.0348016575081141,-4.23556341144837,"MIA",1.4584000712981,"no_sig"
"MEF2C",-0.15774627112261,5.64466651186857,-2.27999178329926,0.0234657373425889,0.0350069620609947,-4.24141827380896,"MEF2C",1.45584557610707,"no_sig"
"IKBKB",0.0829908378986177,6.06997533426234,2.26870231710942,0.0241545314755464,0.0360018583370792,-4.26634875810204,"IKBKB",1.44367508132412,"no_sig"
"SFTPA1",-0.602896942343873,9.31476190371903,-2.26781947374299,0.024209131687536,0.0360505547955699,-4.26829333784718,"SFTPA1",1.44308804737172,"down"
"PSMD7",0.0641437998657013,6.08207828411708,2.26458837853614,0.0244098805465168,0.0363166005597047,-4.27540406779708,"PSMD7",1.43989481068117,"no_sig"
"SLC39A6",-0.0734670339859269,5.67497917024826,-2.25963757083311,0.0247202914056433,0.0367451709501606,-4.28628054530387,"SLC39A6",1.4347997278043,"no_sig"
"SLC1A5",0.148602713503636,6.12140911934377,2.25013431013293,0.0253257869732123,0.0376111958301365,-4.30709439210067,"SLC1A5",1.42468285817097,"no_sig"
"MXI1",-0.0790547508187744,6.17956605638511,-2.24786189477382,0.0254724716556663,0.0377948947670716,-4.31205892596991,"MXI1",1.42256685953388,"no_sig"
"PHF6",0.0768329441622546,5.54607952763712,2.24502431760653,0.0256566755238205,0.0380338814798566,-4.31825141036635,"PHF6",1.41982935117888,"no_sig"
"SLAMF7",0.121369303592922,5.66885253786728,2.24309580310911,0.0257825274656029,0.0381860136517579,-4.32245575173338,"SLAMF7",1.41809567651556,"no_sig"
"CXXC5",-0.0720271462750715,5.54904492237606,-2.24052474624469,0.0259511459462041,0.038381004424234,-4.32805550413204,"CXXC5",1.41588366404051,"no_sig"
"FANCL",-0.0601408012477069,5.54502651807365,-2.24037685832029,0.0259608740387763,0.038381004424234,-4.32837741608552,"FANCL",1.41588366404051,"no_sig"
"RPS27A",0.14208577025667,7.57326257837603,2.23933799336582,0.0260293002017215,0.0384475916726237,-4.33063816906424,"RPS27A",1.41513085888069,"no_sig"
"CD276",0.0820532798156632,6.21569412800259,2.23892317391198,0.0260566666065544,0.0384534649023118,-4.33154060813376,"CD276",1.41506452139813,"no_sig"
"CSF1",0.174441772908638,5.85451171734594,2.2328155453944,0.0264625041888606,0.039017360436311,-4.34480917369615,"CSF1",1.40874211440638,"no_sig"
"BMP6",-0.103138557958638,5.55251792167339,-2.23141481318896,0.026556350375871,0.0391206451773584,-4.34784730186478,"BMP6",1.40759399144435,"no_sig"
"CCNA1",-0.101335028433117,5.63374048340649,-2.22944983131381,0.0266884875625345,0.0392801016587347,-4.35210617937431,"CCNA1",1.40582739690926,"no_sig"
"ATF3",-0.129760714014722,5.86189587649822,-2.22785886268417,0.0267958920267978,0.0393838776135611,-4.35555178679053,"ATF3",1.40468152681477,"no_sig"
"ARID1A",0.0887255053871145,5.60905494109212,2.22769597725286,0.0268069093975516,0.0393838776135611,-4.35590441930795,"ARID1A",1.40468152681477,"no_sig"
"LAMC3",-0.0907767479384285,5.74752719447025,-2.22160902186673,0.0272214547119639,0.0399572067379184,-4.36906439277517,"LAMC3",1.39840487932266,"no_sig"
"SERPINB2",-0.10572673549308,5.41938509062563,-2.21744825066887,0.0275080119614806,0.0403418123681304,-4.37804007077536,"SERPINB2",1.39424459487393,"no_sig"
"GPX4",0.164839653175943,6.5572427338596,2.21131624530625,0.0279351016438844,0.0409316462589536,-4.39123866956109,"GPX4",1.38794078780522,"no_sig"
"GBP2",-0.071490093427939,6.11352798557165,-2.20952407420458,0.0280610061850505,0.0410795139521131,-4.39508953013138,"GBP2",1.38637470356463,"no_sig"
"MAD2L2",-0.0871220580694496,5.55523857254494,-2.2051056580938,0.0283735151218666,0.0415000523668582,-4.40457062435245,"MAD2L2",1.38195135527289,"no_sig"
"TRAT1",-0.0956526610022523,5.49591267934484,-2.19484805272651,0.0291106759286126,0.0425404010903458,-4.4265112186452,"TRAT1",1.3711984196871,"no_sig"
"HDAC3",-0.0622302629424292,5.79504222087842,-2.18373395695816,0.0299280507107252,0.0436960172010943,-4.45017282607248,"HDAC3",1.35955814624272,"no_sig"
"STK11",0.0687442655559494,6.21464376438638,2.17565014426935,0.0305349671507548,0.0445425785233726,-4.46731049140185,"STK11",1.35122464572007,"no_sig"
"CSF2RB",0.105920492472769,5.86069615507444,2.17500634114811,0.0305837566711504,0.0445741985526341,-4.46867272488554,"CSF2RB",1.35091645672911,"no_sig"
"MCAM",0.207585979215879,6.37863071680033,2.17308580533754,0.0307297016015951,0.0447472359902767,-4.47273411417718,"MCAM",1.34923378562726,"no_sig"
"PPBP",-0.102409214570526,5.49170192307135,-2.17204912527113,0.0308087305170399,0.0448226132477996,-4.47492496483012,"PPBP",1.34850282682785,"no_sig"
"GZMH",-0.0845863384724765,5.66741426689664,-2.17053606254817,0.0309243904579352,0.0449511033712161,-4.4781207660745,"GZMH",1.34725964359372,"no_sig"
"CEACAM3",-0.143647851661402,5.67006014477629,-2.16763676120236,0.0311470638454529,0.0452347817684846,-4.48423851294947,"CEACAM3",1.34452750056054,"no_sig"
"SYK",-0.0678470597952083,5.97132624905096,-2.16567286829993,0.0312986808702273,0.0454148555610358,-4.48837800771572,"SYK",1.34280206271847,"no_sig"
"ERCC2",-0.0693513187771408,5.7479568125858,-2.16413790516124,0.0314176267097808,0.0455392203154718,-4.49161089075192,"ERCC2",1.34161440928493,"no_sig"
"NFE2L2",0.106880014850929,6.42418176322959,2.16385244624386,0.031439790181302,0.0455392203154718,-4.49221187064877,"NFE2L2",1.34161440928493,"no_sig"
"MICA",0.0738352270068603,6.0786604270489,2.15917568641797,0.0318048271602069,0.0460274083198769,-4.50204704394259,"MICA",1.33698347837703,"no_sig"
"HLA-DMB",0.14479107354036,6.05484663179754,2.15061724898479,0.0324823151505703,0.0469665137269459,-4.51999231098635,"HLA-DMB",1.32821167582574,"no_sig"
"API5",-0.0832419733502991,6.15104221070626,-2.15016922784717,0.0325181206546529,0.0469769686786023,-4.52092982877471,"API5",1.32811501073061,"no_sig"
"GOT2",-0.0849416676247685,6.4741605736453,-2.14722032648125,0.0327546443837285,0.047277116213213,-4.52709593391404,"GOT2",1.32534902220474,"no_sig"
"F13A1",0.152046962408288,5.88631009499767,2.1459048624745,0.0328606314787179,0.047388489606151,-4.52984392026077,"F13A1",1.32432713316951,"no_sig"
