"","logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","logp","group"
"KAT2B",-0.0951723446700159,5.81185418233194,-3.19304877798273,0.00159158529364,0.00310019694637934,-1.83977690242119,"KAT2B",2.50861071584028,"no_sig"
"RUNX1T1",-0.128807451018782,5.79615149012112,-3.19185450712571,0.00159791430222869,0.00310884155368516,-1.84340530167314,"RUNX1T1",2.50740141179847,"no_sig"
"STAT4",-0.139775762404303,5.57612403415424,-3.19149663140153,0.00159981538978581,0.00310886111206605,-1.8444923463744,"STAT4",2.50739867956847,"no_sig"
"PDGFD",-0.139275569352081,5.57464694011068,-3.18712664844616,0.00162319894554602,0.00315057741024517,-1.85775709576162,"PDGFD",2.5016098452254,"no_sig"
"CD6",-0.124246028027036,5.5094436992398,-3.18483752628546,0.00163557385258857,0.00317085308214105,-1.86469888058615,"CD6",2.49882388004595,"no_sig"
"BIRC7",-0.18596485390223,5.43076581325789,-3.18217313234968,0.00165008744508265,0.00319494900486092,-1.87277290372059,"BIRC7",2.49553606930034,"no_sig"
"PLA2G6",-0.117034227874584,5.79543771250499,-3.18184379290836,0.00165188969229427,0.00319494900486092,-1.87377048302982,"PLA2G6",2.49553606930034,"no_sig"
"PPP2CB",0.140615826374956,6.08893806342009,3.17996644626665,0.00166219796106728,0.00321110863454125,-1.87945521003631,"PPP2CB",2.49334500163258,"no_sig"
"INHBB",-0.142354734674973,5.89734779346534,-3.17722871520382,0.00167733725971288,0.00323655217719245,-1.88773970414638,"INHBB",2.48991738722967,"no_sig"
"LILRA4",-0.195723468816227,5.71971048922753,-3.17569177984696,0.00168589214864783,0.00324924582928139,-1.89238766057162,"LILRA4",2.48821742984873,"no_sig"
"CDKN2A",-0.201509085413579,5.47988856193411,-3.1746241559842,0.0016918585052565,0.00325692667756638,-1.89561512048129,"CDKN2A",2.48719201849585,"no_sig"
"PLD1",-0.0986940363499347,5.55539405813217,-3.17270083672727,0.00170265620489275,0.00327387929923237,-1.90142685402516,"PLD1",2.48493733611639,"no_sig"
"FGFR4",-0.14953031153135,5.76794813926082,-3.16922325590666,0.00172234172947511,0.00330786191969284,-1.91192690276372,"FGFR4",2.48045262752549,"no_sig"
"CTSG",-0.159123558236674,5.41205696164726,-3.16830557389487,0.00172757145140902,0.00331403438286631,-1.91469594243929,"CTSG",2.47964299011956,"no_sig"
"STK11IP",-0.137021994145731,6.09251180540956,-3.15409903649479,0.00181042918766525,0.00346893424769426,-1.95746895083459,"STK11IP",2.4598039319637,"no_sig"
"CDH11",-0.112141457297364,5.68806959601996,-3.15364956321949,0.00181310967859794,0.00347002597394064,-1.9588193346535,"CDH11",2.45966727440311,"no_sig"
"CCL18",0.343630204573287,6.30217740287452,3.1531328267286,0.0018161958363337,0.00347189064527046,-1.96037158296385,"CCL18",2.45943396232721,"no_sig"
"MBNL1",0.125581314863834,6.04226484721141,3.15246638265788,0.00182018327938265,0.00347547190627768,-1.9623731987094,"MBNL1",2.45898621772775,"no_sig"
"IRF9",0.172779301965563,6.13813188548597,3.15178089318356,0.00182429311721007,0.00347927828850737,-1.96443160926763,"IRF9",2.45851083301454,"no_sig"
"ERCC6",-0.0997972578188566,5.76633380252979,-3.14729879038192,0.00185137761744489,0.00352684218201553,-1.9778804514325,"ERCC6",2.45261397356565,"no_sig"
"ARNT",-0.088784958628862,5.40636895861631,-3.14250950463365,0.00188072879965741,0.0035786089660148,-1.99223152379882,"ARNT",2.44628575430069,"no_sig"
"CALML5",-0.186276510698566,5.44976593069446,-3.13617030877104,0.0019202400684872,0.0036495660954832,-2.01119591387476,"CALML5",2.43775876665011,"no_sig"
"HLA-DQA2",-0.110259826145946,5.9553864967777,-3.13218580352578,0.00194546594020895,0.00369324019134354,-2.02309792057882,"HLA-DQA2",2.43259244691631,"no_sig"
"SNAI2",-0.105413875286242,5.64201805662364,-3.12653520792481,0.00198176496113005,0.00375781037612204,-2.03995273165064,"SNAI2",2.42506513873299,"no_sig"
"TFE3",0.0930073534887512,6.18791572698664,3.12244691281472,0.00200841673875023,0.00380395981394628,-2.05212994817011,"TFE3",2.419764079714,"no_sig"
"HLA-DMA",0.281701341783014,6.05770683862539,3.12171861163126,0.00201319915392641,0.00380862992986769,-2.05429769141907,"HLA-DMA",2.4192312240375,"no_sig"
"IL3",-0.14661591353156,5.58804430753449,-3.11874439207351,0.00203283881671792,0.00384136438469456,-2.06314542739172,"IL3",2.41551449451245,"no_sig"
"COL6A6",-0.134187021183764,5.52572765948061,-3.11112962317812,0.00208393032717102,0.00393338858538364,-2.08576243481333,"COL6A6",2.40523314686472,"no_sig"
"ATP2A2",0.248185723173869,6.31718095774136,3.10801898065703,0.00210514014156834,0.0039688651292871,-2.09498682577874,"ATP2A2",2.40133365911793,"no_sig"
"HNF1A",-0.140658020145248,5.57293917298114,-3.10487046441247,0.00212681088237662,0.00400512839705288,-2.10431485155392,"HNF1A",2.39738355667394,"no_sig"
"ITGA3",0.248484617895388,6.44232600177102,3.1004802671893,0.00215737159509661,0.00405803078070804,-2.11730699637435,"ITGA3",2.39168466310825,"no_sig"
"COL5A2",0.200541874940572,5.77957935097481,3.0995565788843,0.0021638528637741,0.00406159539636246,-2.12003835423602,"COL5A2",2.39130334185663,"no_sig"
"GZMM",-0.173189085270882,5.59394990289559,-3.09950607316353,0.00216420776594496,0.00406159539636246,-2.12018767860622,"GZMM",2.39130334185663,"no_sig"
"POLB",-0.0927663090747242,5.62334303324964,-3.09870987924933,0.00216980969567118,0.00406746538162306,-2.12254139520991,"POLB",2.39067613467483,"no_sig"
"TSLP",-0.14440046465711,5.72886220057789,-3.09767707307321,0.00217709632865291,0.00407647649693096,-2.12559375508291,"TSLP",2.38971505727289,"no_sig"
"PDGFB",0.185461187362061,5.98462539444508,3.09613904403872,0.00218798923531874,0.00408645519189708,-2.1301375104446,"PDGFB",2.38865325877101,"no_sig"
"LAMA1",-0.135023703903224,5.59971291499179,-3.09604542717656,0.00218865388559357,0.00408645519189708,-2.13041401275953,"LAMA1",2.38865325877101,"no_sig"
"MEN1",-0.0948917933633178,5.54878225137592,-3.09587242761611,0.00218988261804217,0.00408645519189708,-2.13092495571235,"MEN1",2.38865325877101,"no_sig"
"TWIST2",-0.143917265030519,5.53976602474882,-3.09457813040454,0.00219909558976074,0.00409899450064247,-2.13474674138873,"TWIST2",2.38732266434811,"no_sig"
"LILRB3",0.224507399011192,6.06364309766325,3.08486031430033,0.00226941814751423,0.0042252813527898,-2.16339421884147,"LILRB3",2.37414436697564,"no_sig"
"PMCH",-0.200722548749278,5.52324238877761,-3.08240504569228,0.00228751065280556,0.0042541487706022,-2.1706190073774,"PMCH",2.37118732658142,"no_sig"
"MTOR",-0.0840902796438678,6.04853441423654,-3.08169166228377,0.00229279233677726,0.00425915322221674,-2.17271718756245,"MTOR",2.37067673598489,"no_sig"
"SERINC1",0.189500421984632,5.97962258932601,3.07896896221898,0.00231305388707012,0.00429194197555674,-2.18072097721166,"SERINC1",2.36734615806346,"no_sig"
"PTPN5",-0.132980603477933,5.89005749679427,-3.07491597346906,0.00234352081981437,0.00434357184642032,-2.19262323366609,"PTPN5",2.36215299048671,"no_sig"
"CCR9",-0.144815720967566,5.47288174095835,-3.0667844718733,0.00240576444628295,0.00444682015114184,-2.2164589641112,"CCR9",2.35195043496441,"no_sig"
"CHIT1",-0.153112668365978,5.74366080674614,-3.06659905464745,0.00240720133808725,0.00444682015114184,-2.21700179345731,"CHIT1",2.35195043496441,"no_sig"
"SHC3",-0.136279984732883,5.53047556047854,-3.06658093364056,0.00240734180931645,0.00444682015114184,-2.21705484307136,"SHC3",2.35195043496441,"no_sig"
"PLCE1",-0.123970823933251,5.58471890707564,-3.05786045076493,0.00247582438122747,0.00456818774718066,-2.24255056738371,"PLCE1",2.34025605539947,"no_sig"
"RAG1",-0.138485899358436,5.6914912357979,-3.05395916600579,0.00250703827796675,0.004620595211858,-2.25393483589434,"RAG1",2.33530207626739,"no_sig"
"LDHB",0.31036733632941,6.39523720188439,3.05081640361783,0.00253244626058462,0.00466219669921738,-2.26309588707786,"LDHB",2.33140940743865,"no_sig"
"CCL25",-0.135936240440304,5.5072902223111,-3.04974787174058,0.0025411387526407,0.00467296656525874,-2.26620863333066,"CCL25",2.3304073263105,"no_sig"
"TREM2",-0.103091080201936,5.78147956588235,-3.04826055877612,0.00255328373187267,0.00469005413988678,-2.27053965201865,"TREM2",2.32882214395477,"no_sig"
"MNX1",-0.179495918382041,5.44390971431708,-3.04459810823775,0.00258341830922982,0.00474011127273864,-2.28119627536898,"MNX1",2.32421146326913,"no_sig"
"PSAT1",-0.116660788286564,6.06315211915424,-3.03714968034348,0.00264571561234861,0.00484900386477271,-2.30283233119863,"PSAT1",2.31434746974119,"no_sig"
"SMARCA4",0.178479853593074,6.1052616252169,3.03610578505018,0.00265455610866634,0.004859788688917,-2.30586069542642,"SMARCA4",2.31338261411887,"no_sig"
"KLRG1",-0.130835273878978,5.47077757968012,-3.03510995123793,0.00266301489337413,0.00486669872144024,-2.30874873299221,"KLRG1",2.31276553842178,"no_sig"
"TRAF6",-0.0972624180695627,6.09827501267777,-3.03496465614714,0.00266425112487605,0.00486669872144024,-2.30917003279061,"TRAF6",2.31276553842178,"no_sig"
"FOXM1",-0.12335805868592,5.28858614388619,-3.03144105109384,0.00269439348552502,0.00491629621554176,-2.31938140628857,"FOXM1",2.30836195798664,"no_sig"
"PIK3CG",-0.0999921372892443,6.0425051555598,-3.02465034172986,0.00275337007612462,0.0050183374779921,-2.33902979679114,"PIK3CG",2.29944013618573,"no_sig"
"CLEC4E",-0.115117569445045,5.77936021755505,-3.01522140136777,0.00283722789462614,0.00516545144935258,-2.36624393980498,"CLEC4E",2.28689171608149,"no_sig"
"BIRC3",0.167477475150061,5.8979653641135,3.01294523223374,0.00285781987858055,0.00519718570839206,-2.37280168946916,"BIRC3",2.28423176447617,"no_sig"
"PRKACG",-0.140868388564852,5.61884414232397,-3.0117730132781,0.00286847814684908,0.00521080450101646,-2.37617711458318,"PRKACG",2.28309522038965,"no_sig"
"NDUFA6",-0.0818607054603957,5.73925753934879,-3.00903681327756,0.00289349895954362,0.00525045506566193,-2.38405130771826,"NDUFA6",2.2798030539386,"no_sig"
"POLR2A",0.204987849866519,6.04713690097187,3.00751629558584,0.00290748961338626,0.00527002527498016,-2.38842415858783,"POLR2A",2.27818730191116,"no_sig"
"BCOR",0.0831300384989442,5.70853030745975,3.0070086129013,0.0029121747411206,0.00527270404669853,-2.38988374444809,"BCOR",2.27796660463911,"no_sig"
"CT45A1",0.223476996332048,6.33799106228658,3.0065790947056,0.0029161439438681,0.00527408211630271,-2.3911184291034,"CT45A1",2.27785311262004,"no_sig"
"SIGLEC1",0.22064694202407,5.94540433309012,2.99783549451734,0.00299803162171506,0.00541622416054897,-2.41621702102901,"SIGLEC1",2.266303369863,"no_sig"
"RET",-0.145405510875854,5.86320225870474,-2.99494150890603,0.00302559654618835,0.00546002274635966,-2.4245092863435,"RET",2.26280554802825,"no_sig"
"ZIC2",-0.135136554617851,5.42569032274567,-2.9938954018769,0.00303561770966651,0.00547210034505674,-2.42750491308055,"ZIC2",2.26184594730679,"no_sig"
"CAPN2",0.362579810903908,6.26462024958326,2.99090649939399,0.00306441791922013,0.00551796611084106,-2.43605856309095,"CAPN2",2.25822097111307,"no_sig"
"TRAF2",-0.0904394730740163,5.61822230251239,-2.9878627248242,0.00309400432328919,0.00556514563182431,-2.44476109034395,"TRAF2",2.25452346632116,"no_sig"
"DTX3",-0.138096583950288,5.85169754627871,-2.98682994573404,0.0031041026397093,0.00557720736577278,-2.44771206291179,"DTX3",2.25358320773426,"no_sig"
"CCR4",-0.140029031829965,5.59552703203078,-2.97974478357698,0.00317419923230469,0.00569692525972589,-2.46793102652803,"CCR4",2.24435947819148,"no_sig"
"CTLA4",-0.134648848560231,5.44167412530485,-2.97118874847339,0.00326078148958363,0.005845937588741,-2.49228793576305,"CTLA4",2.2331458254839,"no_sig"
"CACNA2D4",-0.12319292634457,5.52105897207972,-2.97055219205324,0.00326730881951908,0.00585125893168777,-2.49409745163057,"CACNA2D4",2.23275068293269,"no_sig"
"SSX1",-0.371828120597042,10.5663234027239,-2.96597280775703,0.00331462052354404,0.00592952790065985,-2.50710447533793,"SSX1",2.22697988307759,"no_sig"
"ITGA5",0.239932346471966,6.24130169968839,2.96336879001585,0.00334180299772184,0.00597165666114641,-2.51449245660883,"ITGA5",2.22390516987802,"no_sig"
"BAMBI",-0.124097328963618,5.68047404350311,-2.95418967048432,0.00343925774184172,0.00613913108315721,-2.54048682375647,"BAMBI",2.21189309343448,"no_sig"
"HK1",0.151193947695115,6.20018179985478,2.94933200325166,0.00349187832686097,0.00622629931600807,-2.55421289750446,"HK1",2.20577000537434,"no_sig"
"AURKA",-0.108735853521654,5.70099229191448,-2.94767072915503,0.00351004252032692,0.006251906720929,-2.55890225440344,"AURKA",2.20398751032144,"no_sig"
"CD8A",-0.107944476830203,5.60359454255867,-2.94642591667723,0.00352370981505823,0.00626945772289582,-2.56241443357669,"CD8A",2.20277002187086,"no_sig"
"LTBP1",0.183640362646337,5.73189291243001,2.94225327297577,0.00356987905215412,0.00634473639107175,-2.57417727554452,"LTBP1",2.19758641711241,"no_sig"
"BID",-0.112922606367515,5.57969228156528,-2.93922150608473,0.00360377133908498,0.00639805624347268,-2.58271420657611,"BID",2.19395194647722,"no_sig"
"ADM",-0.159209555959132,5.89029789653943,-2.93501894513368,0.00365123905782896,0.00647257661152115,-2.5945343360709,"ADM",2.18892280041198,"no_sig"
"RELN",-0.142259385772125,5.59004149478943,-2.93480947710841,0.00365361988776863,0.00647257661152115,-2.59512307404708,"RELN",2.18892280041198,"no_sig"
"MTF2",-0.0838055237137514,5.81120740951862,-2.93344334322162,0.0036691823423887,0.00649314937662758,-2.5989618165551,"MTF2",2.18754460595231,"no_sig"
"ITGB7",-0.0974366040456518,5.83138276969273,-2.93015599216917,0.00370687937915431,0.00655280612831149,-2.60819222409627,"ITGB7",2.18357268091461,"no_sig"
"HERC6",0.162239691578464,5.7995616360708,2.92416925200122,0.00377644239246755,0.00666860504104904,-2.62497735553611,"HERC6",2.17596500361485,"no_sig"
"LAT",-0.101085042714737,5.70486382097582,-2.92242039542001,0.0037969873652289,0.00669510751006972,-2.62987461888789,"LAT",2.17424244469303,"no_sig"
"FUT8",-0.0845462235145451,5.75486161160628,-2.92219898577351,0.00379959568545927,0.00669510751006972,-2.63049443004068,"FUT8",2.17424244469303,"no_sig"
"CCR6",-0.133055215039734,5.55480318618491,-2.91824443586374,0.00384645910127045,0.00677042694056597,-2.64155737102863,"CCR6",2.16938394400532,"no_sig"
"FST",-0.127795453806525,5.79163930357977,-2.91779669492075,0.00385179822098154,0.0067725735564638,-2.6428090562025,"FST",2.16924626942615,"no_sig"
"RIMKLB",-0.107891306691182,6.2046366108175,-2.91695309566715,0.00386187619132314,0.00678303895142654,-2.64516689927653,"RIMKLB",2.16857568900294,"no_sig"
"MAPK1",0.112304203117231,5.86227158873988,2.9123370947751,0.00391744875285148,0.00687330389507774,-2.65805727486987,"MAPK1",2.16283445384481,"no_sig"
"NGFR",-0.138663849882986,5.71337092682954,-2.9036280690704,0.00402429202008946,0.00705323676015679,-2.6823257500862,"NGFR",2.15161153769179,"no_sig"
"RICTOR",-0.0759409867488152,5.94870291264048,-2.89884050746835,0.00408415367904472,0.00715053104190578,-2.69563783765976,"RICTOR",2.14566170365274,"no_sig"
"SOD1",0.226844360642217,6.52467005112064,2.88603972626575,0.0042482241975088,0.00742987295819624,-2.73113045125035,"SOD1",2.12901861208411,"no_sig"
"IFIH1",0.147890570543161,6.0616447368661,2.88459656798401,0.00426709388173533,0.00745494403992867,-2.73512268640764,"IFIH1",2.12755561220313,"no_sig"
"HEY1",-0.136266153499682,5.77681175352518,-2.87069438450043,0.00445282435816157,0.00777117117284248,-2.77348503934504,"HEY1",2.10951352488332,"no_sig"
"MAPK11",-0.112198484283313,5.80928566313012,-2.86720504483236,0.00450058408152793,0.00784619324499673,-2.78308650959026,"MAPK11",2.1053409997749,"no_sig"
"COMP",-0.135688648265566,5.47641081679707,-2.86410052979599,0.004543468621218,0.00791256611576525,-2.7916199005622,"COMP",2.1016826480846,"no_sig"
"GIMAP6",0.0994823724368539,6.25218753299117,2.85253137798029,0.00470658019527007,0.00818795538732699,-2.82334396068879,"GIMAP6",2.08682453228829,"no_sig"
"RORA",-0.103968883666637,5.78108364671204,-2.85110135061241,0.00472710804363238,0.00821497423227446,-2.82725693752991,"RORA",2.08539379446855,"no_sig"
"ELOB",0.0827495489924264,6.13469902251592,2.85036181340748,0.00473775595609173,0.00822478436305681,-2.82927980973157,"ELOB",2.08487547953752,"no_sig"
"DLL1",-0.121633032273862,5.45874855456136,-2.84931667343591,0.00475284120771664,0.00824226892983772,-2.83213776697115,"DLL1",2.08395321936262,"no_sig"
"ARG1",-0.141863859654236,5.49003161020627,-2.84718653999747,0.00478372244343591,0.00828708081876569,-2.83795962677129,"ARG1",2.08159842573059,"no_sig"
"HAS2",0.150154868419699,6.42492034055047,2.84322595716871,0.00484162636382473,0.00837856183381879,-2.8487734553096,"HAS2",2.07683052089696,"no_sig"
"ARID2",-0.0786552340962148,5.51610353566542,-2.8385584131521,0.00491068468594765,0.00848913314794736,-2.86149946681302,"ARID2",2.07113665466578,"no_sig"
"CMTM6",0.117950335005403,6.07900710814186,2.83407185592663,0.0049779089733041,0.00859630499171423,-2.8737135780769,"CMTM6",2.06568818440107,"no_sig"
"DTX4",-0.113334969208309,5.88530925792242,-2.83075963551479,0.00502807364819692,0.00867382274673214,-2.88271909670694,"DTX4",2.06178945708957,"no_sig"
"GNG12",0.100399126731141,6.09450970101321,2.82650119771971,0.00509324467548523,0.00877703799423242,-2.89428277927449,"GNG12",2.05665202165597,"no_sig"
"FZD4",-0.107172280201351,5.96815964546758,-2.82392914429965,0.00513297848941592,0.00883624778701547,-2.90125923180167,"FZD4",2.05373211409704,"no_sig"
"MMRN2",-0.134637182339422,5.89945850922411,-2.82053253893846,0.00518588207468624,0.00891798130835166,-2.91046309117131,"MMRN2",2.04973344224524,"no_sig"
"KRT19",0.456719843547192,5.9984051895747,2.81994534973643,0.0051950778920936,0.0089244598271702,-2.91205315958044,"KRT19",2.04941806106213,"no_sig"
"DPP4",-0.10598638625832,5.62689234816718,-2.81432696444368,0.00528381837149339,0.00906742943918072,-2.92725168724554,"DPP4",2.04251581532224,"no_sig"
"POLD1",-0.0939778787670944,5.49792788005428,-2.813450735037,0.00529778162531212,0.00908191135767792,-2.92961945252981,"POLD1",2.04182274126562,"no_sig"
"MFNG",-0.0981043425897417,5.65524082903496,-2.80081687409145,0.00550287165421324,0.00942366770784017,-2.96368213781616,"MFNG",2.02578003613886,"no_sig"
"MEFV",-0.121065434557437,5.71256099454933,-2.79532083684271,0.00559432043654673,0.00957030468021106,-2.97845538400959,"MEFV",2.01907423580434,"no_sig"
"TLR7",-0.107390403193615,6.13949285722872,-2.79434171995059,0.00561075603663017,0.00957569577213156,-2.98108437704691,"TLR7",2.01882966028161,"no_sig"
"ANP32B",0.129608330520621,6.12071357045847,2.79419769088061,0.00561317742425374,0.00957569577213156,-2.9814710316834,"ANP32B",2.01882966028161,"no_sig"
"CXCL5",0.245761559291893,5.97808435905086,2.79409254609588,0.00561494569606741,0.00957569577213156,-2.98175328733466,"CXCL5",2.01882966028161,"no_sig"
"RIMKLA",-0.126586646403422,5.72387197934056,-2.78944387509627,0.00569363186286422,0.00969982464512827,-2.9942224459085,"RIMKLA",2.01323611690299,"no_sig"
"IL1RL1",-0.273696294982004,6.15752052864097,-2.78259243548207,0.00581142841916089,0.00989025706118065,-3.01256460255599,"IL1RL1",2.00479242035414,"no_sig"
"MTF1",-0.0811184904747408,6.13975318800972,-2.78144781857058,0.00583132190076065,0.00990947901063054,-3.01562475948556,"MTF1",2.00394917788163,"no_sig"
"COX6A1",0.185292075645759,7.01815697568687,2.78124930249279,0.00583477839555375,0.00990947901063054,-3.0161553761209,"COX6A1",2.00394917788163,"no_sig"
"BRD3",-0.075655119729638,5.78590995307288,-2.772777354375,0.00598403224044092,0.0101463343743755,-3.03876705455829,"BRD3",1.99369082952568,"no_sig"
"EIF2B4",-0.0798507556290149,5.90057793506903,-2.7726341759504,0.00598658415033105,0.0101463343743755,-3.03914864232046,"EIF2B4",1.99369082952568,"no_sig"
"HDAC10",-0.0881884244186546,5.5005587611737,-2.76992711988945,0.00603501880787265,0.0102178897220831,-3.04635979255333,"HDAC10",1.9906387888087,"no_sig"
"RAC2",0.117513279057662,5.9306933728305,2.76552190011395,0.00611459673015482,0.0103419722472989,-3.05808043488443,"RAC2",1.98539663199241,"no_sig"
"CACNA1H",-0.137814437988322,5.60819923786428,-2.76280963364811,0.00616406408086512,0.0104149243051822,-3.06528805011244,"CACNA1H",1.98234388212153,"no_sig"
"FGF2",-0.134905890904647,5.67106943710828,-2.7605720148925,0.00620514726521729,0.0104735750554592,-3.0712293305419,"FGF2",1.97990505071456,"no_sig"
"CENPF",-0.0896808491886762,5.54998531906904,-2.74271925396109,0.00654191603122031,0.0110306768772576,-3.11846965048283,"CENPF",1.95739783705768,"no_sig"
"SMPD3",-0.136606117099379,5.38220348113936,-2.74102560934243,0.00657470819340447,0.0110746109323329,-3.12293625856768,"SMPD3",1.95567152225243,"no_sig"
"PYCR2",0.0983349597977341,5.70878698429575,2.73472047393902,0.00669809904038131,0.0112596079133964,-3.13954184021549,"PYCR2",1.94847673239881,"no_sig"
"PALMD",-0.107848285034151,5.71516483063337,-2.73471364019661,0.00669823390468471,0.0112596079133964,-3.13955981846458,"PALMD",1.94847673239881,"no_sig"
"PDK1",-0.0967598926016846,5.73193876985471,-2.73243564882181,0.00674332729583158,0.0113238305151656,-3.14555041750789,"PDK1",1.94600663938457,"no_sig"
"MAP3K12",-0.075270291789546,5.86921480913734,-2.72555474950553,0.00688120821214783,0.0115435778579296,-3.16361711023535,"MAP3K12",1.93765956352613,"no_sig"
"DDX58",0.149053916079948,5.92137561773531,2.72155934568414,0.00696243351092042,0.0116679313883315,-3.17408789844101,"DDX58",1.93300613335187,"no_sig"
"SERINC3",0.101342920579564,6.19231721764843,2.72098419780129,0.00697419715656572,0.0116757435085479,-3.17559400357417,"SERINC3",1.93271545411275,"no_sig"
"GMIP",0.107211285680481,5.96326807116651,2.71568342068536,0.00708346380164314,0.0118466068055965,-3.18946072968084,"GMIP",1.92640602574094,"no_sig"
"ITGA7",-0.137783362982727,5.55691296212318,-2.71302560265874,0.00713883029467128,0.011927070126463,-3.19640395082686,"ITGA7",1.92346622725861,"no_sig"
"DUOX1",-0.286773922756168,6.16464649849523,-2.71194459331923,0.00716146100269488,0.0119527328816552,-3.19922612380006,"DUOX1",1.92253278595198,"no_sig"
"SLC16A1",-0.0904113867660632,5.68622358331773,-2.70867137640706,0.00723038077394598,0.0120555233188308,-3.2077650010127,"SLC16A1",1.91881393256587,"no_sig"
"ATP5ME",0.175372254986103,6.63658890769793,2.70776833975474,0.00724949992918687,0.0120751548972474,-3.21011905438072,"ATP5ME",1.91810728951323,"no_sig"
"ACTR3B",-0.13022417623957,6.06785409712001,-2.70653966873689,0.0072755867419823,0.0121063406921244,-3.21332079110848,"ACTR3B",1.91698710849816,"no_sig"
"ILF3",0.206870948857503,6.5431316015703,2.70581380536249,0.00729103787137366,0.0121197838832541,-3.21521164197659,"ILF3",1.91650512432378,"no_sig"
"CDKN2B",-0.111381004715278,5.58677797933643,-2.70100099150421,0.0073942376465594,0.012278915849438,-3.22773678902211,"CDKN2B",1.91083997695642,"no_sig"
"DNAJC14",-0.0700317147611624,6.08184020845471,-2.69813091422832,0.00745640557406947,0.0123696576829165,-3.23519605152285,"DNAJC14",1.90764231884117,"no_sig"
"PNMA1",-0.102239160236083,5.63632999212913,-2.69547319049795,0.00751439393823207,0.0124532899540862,-3.24209675226704,"PNMA1",1.90471589996143,"no_sig"
"MYC",-0.113683199246133,6.28630848595948,-2.69008427323165,0.0076332241789235,0.0126374829306649,-3.25606925385285,"MYC",1.89833941799822,"no_sig"
"SF3B1",0.204135394004081,6.44647038641501,2.68674344463564,0.00770774065427952,0.0127480137179432,-3.26471819920612,"SF3B1",1.89455747786038,"no_sig"
"TNFRSF13C",-0.147826198903654,5.51543408508,-2.68164644096324,0.0078226924222225,0.0129251320021445,-3.27789412817406,"TNFRSF13C",1.88856501283671,"no_sig"
"AXIN1",-0.0730067840710795,5.72238081057804,-2.68099077515769,0.00783759116466819,0.0129367468621632,-3.27958733516336,"AXIN1",1.88817491975958,"no_sig"
"NSD3",-0.0833503541365506,5.68761070456226,-2.67722677367977,0.00792361675967364,0.0130656228213676,-3.2893000317981,"NSD3",1.88386988318609,"no_sig"
"ASL",-0.110807698809657,5.97855234746743,-2.67083325711106,0.00807169125680794,0.013296453332858,-3.30576849382237,"ASL",1.87626418635461,"no_sig"
"WIF1",-0.112346145161077,5.63701794062807,-2.66830924919962,0.00813083047931771,0.0133804657737721,-3.31225962908917,"WIF1",1.87352876852199,"no_sig"
"WNT2",-0.121302691364709,5.47309293554372,-2.66622476217279,0.00817996532296857,0.0134478629909603,-3.31761606007885,"WNT2",1.87134672420965,"no_sig"
"CXCR6",-0.123581173190114,5.65546632261688,-2.66311168368754,0.00825384368099566,0.0135557632483086,-3.32560827478296,"CXCR6",1.86787602473072,"no_sig"
"HDAC2",0.102846240549494,5.60783173281933,2.65904516893049,0.00835125326789637,0.0137020562599018,-3.33603498291474,"HDAC2",1.86321425362332,"no_sig"
"SIX1",-0.134525143354352,5.65600248866662,-2.64527826034533,0.00868875421969174,0.0142415871756463,-3.37122228646163,"SIX1",1.84644160738361,"no_sig"
"RPA3",-0.121726423831012,5.51229262989871,-2.64402482335944,0.00872008375543215,0.0142787028824009,-3.37441742601934,"RPA3",1.8453112433023,"no_sig"
"TNFSF13B",0.122175986336343,5.7241100367113,2.63524284782325,0.00894245205145214,0.0146194687242345,-3.39676348286551,"TNFSF13B",1.83506840947978,"no_sig"
"RAC3",-0.101518264743236,6.29327023783821,-2.63477161169733,0.00895452700708054,0.0146194687242345,-3.39796057586655,"RAC3",1.83506840947978,"no_sig"
"MYCT1",-0.101598057224051,6.02644855833384,-2.63475826466825,0.00895486922463753,0.0146194687242345,-3.39799447871656,"MYCT1",1.83506840947978,"no_sig"
"NCAM1",-0.129901406755414,5.49272992073417,-2.63246060919831,0.00901395650000456,0.0147013338154836,-3.40382834672976,"NCAM1",1.83264326100517,"no_sig"
"CCL20",0.49044495906751,5.92986906874949,2.62388275003803,0.00923765465701623,0.015051243068518,-3.42556550415082,"CCL20",1.82242763060142,"no_sig"
"TAB1",-0.0734797169628374,5.76147311676498,-2.62321441893157,0.00925529133516609,0.01506504847031,-3.4272563078918,"TAB1",1.82202946668865,"no_sig"
"CXCL2",-0.283779249782501,7.14666128218897,-2.6215623842064,0.00929901689348025,0.0151212500226326,-3.4314340266292,"CXCL2",1.82041230569381,"no_sig"
"DSC3",-0.121445580021324,5.49882817518751,-2.61075812050413,0.00958958187806972,0.0155783326161528,-3.45869487068997,"DSC3",1.80747902768756,"no_sig"
"KITLG",-0.101704682610925,5.73658663157167,-2.60888410228611,0.00964080170521858,0.0156460789766825,-3.46341248110843,"KITLG",1.80559448189705,"no_sig"
"ANGPT1",-0.124579353959635,5.46641188457281,-2.60114463679664,0.0098549423094366,0.01597783546027,-3.48286170407607,"ANGPT1",1.79648205551843,"no_sig"
"CARD11",-0.0801993971579797,5.62829495001201,-2.5975775232833,0.00995506743192845,0.0161151434024412,-3.49180743805927,"CARD11",1.79276582551548,"no_sig"
